クリスマスソング,back number,27807,43987
水平線,back number,68446,44701
ヒロイン,back number,27762,43998
高嶺の花子さん,back number,27805,43932
HAPPY BIRTHDAY,back number,68009,44386
瞬き,back number,28816,44232
アイラブユー,back number,68683,44854
花束,back number,68719,43736
ハッピーエンド,back number,28675,44136
新しい恋人達に,back number,68484,75998
わたがし,back number,68091,44434
冬と春,back number,68924,75896
ベルベットの詩,back number,68655,44828
大不正解,back number,28910,-
幸せ,back number,28968,44347
君の恋人になったら,back number,52900,-
黄色,back number,68520,44714
チェックのワンピース,back number,52824,-
