愛を伝えたいだとか,あいみょん,28907,44310
マリーゴールド,あいみょん,28927,44314
生きていたんだよな,あいみょん,28946,44332
君はロックを聴かない,あいみょん,28948,44349
今夜このまま,あいみょん,28955,44357
ハルノヒ,あいみょん,68002,44387
貴方解剖純愛歌 〜死ね〜,あいみょん,68012,44380
空の青さを知る人よ,あいみょん,68101,44471
真夏の夜の匂いがする,あいみょん,68113,44464
ふたりの世界,あいみょん,68133,44700
さよならの今日に,あいみょん,68201,-
満月の夜なら,あいみょん,68237,44556
裸の心,あいみょん,68252,44571
愛を知るまでは,あいみょん,68426,44691
ジェニファー,あいみょん,68508,44715
ハート,あいみょん,68555,44763
桜が降る夜は,あいみょん,68590,-
初恋が泣いている,あいみょん,68608,44823
双葉,あいみょん,68609,44800
3636,あいみょん,68749,-
愛の花,あいみょん,68785,44925
die die die,あいみょん,68896,-
ノット・オーケー,あいみょん,68928,-
あのね,あいみょん,68929,75871
あした世界が終わるとしても,あいみょん,52568,75933
会いに行くのに,あいみょん,52574,75963
チカ,あいみょん,68467,75969
ラッキーカラー,あいみょん,68454,76517
ざらめ,あいみょん,52736,76536
rhythm 64,あいみょん,52850,-
どうせ死ぬなら,あいみょん,52853,-
